smiles,homo,lumo,gap
N=C1CCCO1,-6.936185860000001,0.8598802400000001,7.798787240000001
N=C1COCO1,-7.401500800000001,0.50885318,7.910353980000001
N=C1OCCO1,-6.95523384,1.4911847200000001,8.4491397
C1CCC(=O)C1,-6.394679,-0.33742136,6.05725764
C1CC(=O)NC1,-6.4491018,1.02586978,7.47497158
C1CC(=O)OC1,-7.2001364400000005,0.40544986,7.6055863000000015
C1COCC1=O,-6.63686046,-0.6884484200000001,5.94841204
C1C(=O)OCO1,-7.551163500000001,-0.00816342,7.5430000800000006
C1CNC(=O)N1,-6.68584098,1.7115970600000001,8.39743804
C1COC(=O)N1,-7.16204048,1.4149928,8.57703328
C1COC(=O)O1,-7.9865459,1.0911771399999999,9.07772304
CC1=CCCC1,-6.089911320000001,1.0068218,7.09673312
CC1=CCOC1,-6.12800728,0.67756386,6.80557114
CC1=NCCO1,-6.528014860000001,0.86804366,7.3960585199999995
CC1CC=CC1,-6.353861900000001,0.85171682,7.20557872
CC1CN=CO1,-6.6940044,0.71021754,7.40422194
OC1CC=CC1,-6.696725540000001,0.56871826,7.265443800000001
CC1CCC=C1,-6.370188740000001,0.816342,7.1892518800000005
CC1COC=N1,-6.72937922,0.65035246,7.37973168
CC1OCC=C1,-6.26406428,0.49524748,6.75931176
OC1CCC=C1,-6.77835974,0.38640188000000003,7.164761619999999
CC1CCCC1,-8.28315016,2.25310392,10.53625408
CC1CCCO1,-6.4735920600000005,2.36194952,8.83282044
CC1CCOC1,-6.47903434,2.2830364600000004,8.7620708
CC1COCO1,-6.80829228,2.45991056,9.26820284
CC1OCCO1,-6.917137879999999,2.43814144,9.35800046
C1CCC(C1)O,-7.07768514,2.0082013200000004,9.08316532
OC1CCOC1,-6.6069279199999995,1.9374516800000001,8.544379600000001
CC1C(C)C1C,-6.99605094,2.28847874,9.28452968
CC1C(C)C1O,-6.642302740000001,1.9728265,8.6124081
CC1C(C)N1C,-5.7252785600000005,2.2476616400000005,7.9729402
CC1C(O)C1O,-6.26134314,1.46125218,7.72259532
OC1C(O)C1O,-6.94434928,1.3741757,8.321246120000001
CC12CC1CC2,-6.6123702,2.5878041400000003,9.197453200000002
CC12CC1CO2,-6.2232471799999995,2.36194952,8.585196700000001
CC12CC1OC2,-6.23957402,2.1905177,8.43009172
CC12CCC1O2,-6.64502388,2.5986887000000003,9.24371258
OC12CC1CC2,-6.7348215,2.26943076,9.004252260000001
OC12CC1OC2,-6.3076025200000005,1.92112484,8.22872736
C#CC#CC#C,-6.7076101,-1.5374441,5.170166
C#CC#CC#N,-7.7280375999999995,-2.3129690000000003,5.415068600000001
C(#CC#N)C#N,-8.91717578,-3.16740696,5.74976882
C#CCCC#C,-7.1157811,1.0639657400000002,8.17974684
C#CCCC#N,-7.67633594,0.5251800200000001,8.20151596
C(CC#N)C#N,-9.24371258,-0.03537482,9.20833776
C#CC#CC=O,-7.483135000000001,-2.50889108,4.97424392
C(=O)C#CC#N,-8.30764042,-3.29530054,5.01506102
C(=O)C#CC=O,-7.87497916,-2.5224967800000004,5.34976124
N=COCC#C,-7.34163572,0.3673539,7.71171076
N=COCC#N,-7.88858486,-0.19320094000000002,7.69538392
C#CCCC=O,-6.936185860000001,-0.82178428,6.114401580000001
C(CC#N)C=O,-7.455923600000001,-1.26260896,6.1933146400000005
C#CCNC=O,-6.96883954,0.51973774,7.48857728
C(C#N)NC=O,-7.58653832,-0.04625938,7.5430000800000006
C#CCOC=O,-7.67089366,-0.13877814000000002,7.53211552
C(C#N)OC=O,-8.318524980000001,-0.70477526,7.61102858
N=COCC=O,-7.14571364,-1.25444554,5.8912681000000005
C(CC=O)C=O,-7.01509892,-1.0503600400000002,5.96746002
C(C=O)NC=O,-7.017820060000001,-1.02586978,5.99467142
